GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|GOVEMPFUNCT|GOVEMPFUNCT_TTL|EMPFT|EMPFT_F|PAYANNFT|PAYANNFT_F|EMPPT|EMPPT_F|PAYANNPT|PAYANNPT_F|HRSPT|HRSPT_F|EMPFTE|EMPFTE_F|EMP|EMP_F|PAYANN|PAYANN_F
02|22|0400000US22|Louisiana||2016|1200|Water Transport and Terminals|283||1593210||4||12489||173||284||287||1605699|
02|22|0400000US22|Louisiana||2016|1220|Public Welfare|5192||19368884||155||201428||10737||5253||5347||19570312|
02|22|0400000US22|Louisiana||2016|1240|Health|3539||17510048||136||298525||9017||3589||3675||17808573|
02|22|0400000US22|Louisiana||2016|1260|Hospitals|9173||37662999||1029||1588381||112398||9808||10202||39251380|
02|22|0400000US22|Louisiana||2016|1280|Social Insurance Administration|982||3759988||39||49483||3049||999||1021||3809471|
02|22|0400000US22|Louisiana||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1340|Parks and Recreation|803||3020782||213||276573||20414||919||1016||3297355|
02|22|0400000US22|Louisiana||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1380|Natural Resources|3565||16640626||752||814744||53170||3879||4317||17455370|
02|22|0400000US22|Louisiana||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1480|Education Total|22494||118900141||17089||15739828||999361||28270||39583||134639969|
02|22|0400000US22|Louisiana||2016|1481|Education - Elementary and Secondary Total|84||466315||2||2066||104||85||86||468381|
02|22|0400000US22|Louisiana||2016|14811|Education - Elementary and Secondary Instructional|84||466315||2||2066||104||85||86||468381|
02|22|0400000US22|Louisiana||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1482|Education - Higher Education Total|20188||108054109||16426||14951399||963288||25761||36614||123005508|
02|22|0400000US22|Louisiana||2016|14821|Education - Higher Education Instructional|7415||53872224||5458||7854548||384449||9635||12873||61726772|
02|22|0400000US22|Louisiana||2016|14822|Education - Higher Education Other|12773||54181885||10968||7096851||578839||16126||23741||61278736|
02|22|0400000US22|Louisiana||2016|1483|Education - Other|2222||10379717||661||786363||35969||2424||2883||11166080|
02|22|0400000US22|Louisiana||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|22|0400000US22|Louisiana||2016|1580|All other and unallocable|2634||11900893||138||141251||7960||2676||2772||12042144|
02|23|0400000US23|Maine||2016|1000|Total - All Government Employment Functions|18201||79468899||7952||8493811||431363||20647||26153||87962710|
02|23|0400000US23|Maine||2016|1020|Financial Administration|1233||5063645||46||170931||5930||1268||1279||5234576|
02|23|0400000US23|Maine||2016|1040|Other Government Administration|252||1303136||226||683254||27393||408||478||1986390|
02|23|0400000US23|Maine||2016|1060|Judicial and Legal|672||3436002||123||329295||13232||747||795||3765297|
02|23|0400000US23|Maine||2016|1100|Police Protection Total|428||2521108||2||2130||177||429||430||2523238|
02|23|0400000US23|Maine||2016|1101|Police Protection - Persons with Power of Arrest|328||2063358||0||0||0||328||328||2063358|
02|23|0400000US23|Maine||2016|1102|Police Protection - Other|100||457750||2||2130||177||101||102||459880|
02|23|0400000US23|Maine||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1140|Corrections|1105||4422525||95||330139||12258||1175||1200||4752664|
02|23|0400000US23|Maine||2016|1160|Highways|1976||7975313||96||191987||9568||2030||2072||8167300|
02|23|0400000US23|Maine||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1200|Water Transport and Terminals|64||244010||22||48637||2923||81||86||292647|
02|23|0400000US23|Maine||2016|1220|Public Welfare|2756||10501564||38||104771||3871||2778||2794||10606335|
02|23|0400000US23|Maine||2016|1240|Health|938||4148746||13||58666||1391||946||951||4207412|
02|23|0400000US23|Maine||2016|1260|Hospitals|447||2046251||51||120168||5148||476||498||2166419|
02|23|0400000US23|Maine||2016|1280|Social Insurance Administration|359||1326015||1||4096||159||360||360||1330111|
02|23|0400000US23|Maine||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1340|Parks and Recreation|167||625010||1||2657||97||168||168||627667|
02|23|0400000US23|Maine||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1380|Natural Resources|1064||4816475||163||292193||13903||1143||1227||5108668|
02|23|0400000US23|Maine||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1480|Education Total|5485||24923548||6966||5784255||322272||7307||12451||30707803|
02|23|0400000US23|Maine||2016|1481|Education - Elementary and Secondary Total|32||146671||7||10520||449||34||39||157191|
02|23|0400000US23|Maine||2016|14811|Education - Elementary and Secondary Instructional|21||111944||4||6380||225||22||25||118324|
02|23|0400000US23|Maine||2016|14812|Education - Elementary and Secondary Other|11||34727||3||4140||224||12||14||38867|
02|23|0400000US23|Maine||2016|1482|Education - Higher Education Total|5221||23791496||6959||5773735||321823||7041||12180||29565231|
02|23|0400000US23|Maine||2016|14821|Education - Higher Education Instructional|1623||10020421||2479||3462802||133986||2381||4102||13483223|
02|23|0400000US23|Maine||2016|14822|Education - Higher Education Other|3598||13771075||4480||2310933||187837||4660||8078||16082008|
02|23|0400000US23|Maine||2016|1483|Education - Other|232||985381||0||0||0||232||232||985381|
02|23|0400000US23|Maine||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|23|0400000US23|Maine||2016|1560|State liquor stores|0||0||12||47880||1692||10||12||47880|
02|23|0400000US23|Maine||2016|1580|All other and unallocable|1255||6115551||97||322752||11349||1321||1352||6438303|
02|24|0400000US24|Maryland||2016|1000|Total - All Government Employment Functions|77139||405368148||13230||40211293||1556231||85928||90369||445579441|
02|24|0400000US24|Maryland||2016|1020|Financial Administration|2922||13994974||95||289643||11592||2988||3017||14284617|
02|24|0400000US24|Maryland||2016|1040|Other Government Administration|1441||8476877||289||597562||19163||1549||1730||9074439|
02|24|0400000US24|Maryland||2016|1060|Judicial and Legal|4891||29543508||429||1127991||60585||5233||5320||30671499|
02|24|0400000US24|Maryland||2016|1100|Police Protection Total|2229||14029537||0||0||0||2229||2229||14029537|
02|24|0400000US24|Maryland||2016|1101|Police Protection - Persons with Power of Arrest|1464||10177993||0||0||0||1464||1464||10177993|
02|24|0400000US24|Maryland||2016|1102|Police Protection - Other|765||3851544||0||0||0||765||765||3851544|
02|24|0400000US24|Maryland||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1140|Corrections|11450||56140059||506||1377651||76468||11882||11956||57517710|
02|24|0400000US24|Maryland||2016|1160|Highways|4456||23055342||0||0||0||4456||4456||23055342|
02|24|0400000US24|Maryland||2016|1180|Air Transportation|461||2615353||0||0||0||461||461||2615353|
02|24|0400000US24|Maryland||2016|1200|Water Transport and Terminals|266||1689921||0||0||0||266||266||1689921|
02|24|0400000US24|Maryland||2016|1220|Public Welfare|6288||27388547||226||627558||34231||6482||6514||28016105|
02|24|0400000US24|Maryland||2016|1240|Health|5531||27242373||812||1912709||105232||6125||6343||29155082|
02|24|0400000US24|Maryland||2016|1260|Hospitals|3252||15996326||416||815521||33982||3443||3668||16811847|
02|24|0400000US24|Maryland||2016|1280|Social Insurance Administration|819||3900471||44||123546||6776||857||863||4024017|
02|24|0400000US24|Maryland||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1340|Parks and Recreation|368||1750920||125||211374||13494||444||493||1962294|
02|24|0400000US24|Maryland||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1380|Natural Resources|1812||9827785||334||830552||42882||2054||2146||10658337|
02|24|0400000US24|Maryland||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1460|Transit|704||4224802||0||0||0||704||704||4224802|
02|24|0400000US24|Maryland||2016|1480|Education Total|24355||135365918||9427||30851555||1089184||30509||33782||166217473|
02|24|0400000US24|Maryland||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1482|Education - Higher Education Total|22577||126003896||9133||29877515||1049072||28504||31710||155881411|
02|24|0400000US24|Maryland||2016|14821|Education - Higher Education Instructional|7151||56394348||4276||23243763||636465||10747||11427||79638111|
02|24|0400000US24|Maryland||2016|14822|Education - Higher Education Other|15426||69609548||4857||6633752||412607||17757||20283||76243300|
02|24|0400000US24|Maryland||2016|1483|Education - Other|1778||9362022||294||974040||40112||2005||2072||10336062|
02|24|0400000US24|Maryland||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|24|0400000US24|Maryland||2016|1580|All other and unallocable|5894||30125435||527||1445631||62642||6246||6421||31571066|
02|25|0400000US25|Massachusetts||2016|1000|Total - All Government Employment Functions|88728||524724498||34785||49506163||1764783||99315||123513||574230661|
02|25|0400000US25|Massachusetts||2016|1020|Financial Administration|3578||21149237||198||678436||9574||3636||3776||21827673|
02|25|0400000US25|Massachusetts||2016|1040|Other Government Administration|1950||9996630||76||188215||4047||1975||2026||10184845|
02|25|0400000US25|Massachusetts||2016|1060|Judicial and Legal|9180||56581362||263||965251||15759||9275||9443||57546613|
02|25|0400000US25|Massachusetts||2016|1100|Police Protection Total|2911||26368900||30||115755||2528||2926||2941||26484655|
02|25|0400000US25|Massachusetts||2016|1101|Police Protection - Persons with Power of Arrest|2100||21477790||0||0||0||2100||2100||21477790|
02|25|0400000US25|Massachusetts||2016|1102|Police Protection - Other|811||4891110||30||115755||2528||826||841||5006865|
02|25|0400000US25|Massachusetts||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1140|Corrections|12051||68045866||160||496430||8186||12099||12211||68542296|
02|25|0400000US25|Massachusetts||2016|1160|Highways|3012||18393345||57||221004||6364||3050||3069||18614349|
02|25|0400000US25|Massachusetts||2016|1180|Air Transportation|1010||7280868||0||0||0||1010||1010||7280868|
02|25|0400000US25|Massachusetts||2016|1200|Water Transport and Terminals|160||1145268||0||0||0||160||160||1145268|
02|25|0400000US25|Massachusetts||2016|1220|Public Welfare|7096||39667931||393||1390596||21547||7226||7489||41058527|
02|25|0400000US25|Massachusetts||2016|1240|Health|6632||35905218||825||2540913||53202||6953||7457||38446131|
02|25|0400000US25|Massachusetts||2016|1260|Hospitals|5436||25027102||727||2085552||44162||5692||6163||27112654|
02|25|0400000US25|Massachusetts||2016|1280|Social Insurance Administration|1378||7121897||27||93274||2550||1393||1405||7215171|
02|25|0400000US25|Massachusetts||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1320|Sewerage|792||5762386||34||210938||2919||810||826||5973324|
02|25|0400000US25|Massachusetts||2016|1340|Parks and Recreation|895||4587480||146||168959||10261||954||1041||4756439|
02|25|0400000US25|Massachusetts||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1380|Natural Resources|1210||7916832||134||447009||8287||1259||1344||8363841|
02|25|0400000US25|Massachusetts||2016|1400|Water Supply|479||3102137||18||40991||624||483||497||3143128|
02|25|0400000US25|Massachusetts||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1480|Education Total|26733||158795692||31490||39012839||1560857||36104||58223||197808531|
02|25|0400000US25|Massachusetts||2016|1481|Education - Elementary and Secondary Total|2573||12673956||129||147899||6378||2610||2702||12821855|
02|25|0400000US25|Massachusetts||2016|14811|Education - Elementary and Secondary Instructional|2019||10325868||15||17046||264||2021||2034||10342914|
02|25|0400000US25|Massachusetts||2016|14812|Education - Elementary and Secondary Other|554||2348088||114||130853||6114||589||668||2478941|
02|25|0400000US25|Massachusetts||2016|1482|Education - Higher Education Total|23065||139462896||31289||38658183||1549634||32370||54354||178121079|
02|25|0400000US25|Massachusetts||2016|14821|Education - Higher Education Instructional|6894||52468371||13098||25491249||830657||11889||19992||77959620|
02|25|0400000US25|Massachusetts||2016|14822|Education - Higher Education Other|16171||86994525||18191||13166934||718977||20481||34362||100161459|
02|25|0400000US25|Massachusetts||2016|1483|Education - Other|1095||6658840||72||206757||4845||1124||1167||6865597|
02|25|0400000US25|Massachusetts||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|25|0400000US25|Massachusetts||2016|1580|All other and unallocable|4225||27876347||207||850001||13916||4310||4432||28726348|
02|26|0400000US26|Michigan||2016|1000|Total - All Government Employment Functions|115407||671806825||72358||122743373||5103906||144350||187765||794550198|
02|26|0400000US26|Michigan||2016|1020|Financial Administration|3834||22493066||402||1936101||56192||4151||4236||24429167|
02|26|0400000US26|Michigan||2016|1040|Other Government Administration|1498||7766049||27||104417||3162||1516||1525||7870466|
02|26|0400000US26|Michigan||2016|1060|Judicial and Legal|1424||10266874||54||183937||6054||1459||1478||10450811|
02|26|0400000US26|Michigan||2016|1100|Police Protection Total|2716||14958508||24||71172||2374||2729||2740||15029680|
02|26|0400000US26|Michigan||2016|1101|Police Protection - Persons with Power of Arrest|1950||11665910||0||0||0||1950||1950||11665910|
02|26|0400000US26|Michigan||2016|1102|Police Protection - Other|766||3292598||24||71172||2374||779||790||3363770|
02|26|0400000US26|Michigan||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|26|0400000US26|Michigan||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|26|0400000US26|Michigan||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|26|0400000US26|Michigan||2016|1140|Corrections|12467||63462760||143||696105||17885||12568||12610||64158865|
02|26|0400000US26|Michigan||2016|1160|Highways|2403||13566457||363||1218880||52501||2700||2766||14785337|
02|26|0400000US26|Michigan||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|26|0400000US26|Michigan||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|26|0400000US26|Michigan||2016|1220|Public Welfare|10863||52539267||362||1380252||55142||11174||11225||53919519|
02|26|0400000US26|Michigan||2016|1240|Health|5198||25790855||941||4080051||113106||5837||6139||29870906|
02|26|0400000US26|Michigan||2016|1260|Hospitals|12494||69229281||5980||26336930||782114||16913||18474||95566211|
02|26|0400000US26|Michigan||2016|1280|Social Insurance Administration|563||3092925||40||136931||5994||597||603||3229856|
02|26|0400000US26|Michigan||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|26|0400000US26|Michigan||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|26|0400000US26|Michigan||2016|1340|Parks and Recreation|171||909531||92||272893||10248||229||263||1182424|
02|26|0400000US26|Michigan||2016|1360|Housing and Community Development|270||1614690||42||118219||5095||299||312||1732909|
02|26|0400000US26|Michigan||2016|1380|Natural Resources|2756||14426050||595||1143579||59699||3093||3351||15569629|
02|26|0400000US26|Michigan||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|26|0400000US26|Michigan||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
